Pinyin,Wade-Giles,Romatzyh
youci,yutzu,youtsyy
youyu,yuyu,youyuh
youyongchi,yuyungchih,youyeongchyr
youyi,yui,yeouyih
youdu,yutu,yeoudwu
youhai,yuhai,yeouhay
youli,yuli,yeoulih
youliyu,yuliyu,yeoulihyu
youzhe,yuzhe,yeouzhe
yumaoqiu,yumaochiu,yeumauchyou
yurongfu,yujungfu,yeurongfwu
yushui,yushui,yeushoei
yubei,yupei,yuhbey
yuqi,yuchi,yuhchi
yuanlin,yuanlin,yuanlin
yuanli,yuanli,yuanlii
yuanshi,yuanshih,yuanshyy
yuanxian,yuanhsien,yuanshian
yuanyou,yuanyu,yuanyeou
yuanchu,yuanchu,yeuanchuh
yuan,yuan,yuann
yuan,yuan,yuann
yueshu,yuehshu,iueshuh
yuebing,yuehping,yuehbiing
yueqiu,yuehchiu,yuehchyou
yuelanshi,yuehlanshih,yuehlaanshyh
yun,yun,yunn
yunxing,yunhsing,yunnshyng
zai,tsai,tzai
zaihai,tsaihai,tzaihay
zainan,tsainan,tzainann
zaiqu,tsaichu,tzaichiu
zaici,tsaitzu,tzaytsyh
zaiye,tsaiyeh,tzayyee
zaichang,tsaichang,tzaychaang
zainei,tsainei,tzayney
zanshi,tsanshih,tzannshyr
zanting,tsanting,tzanntyng
zao,tsao,tzau
zaogao,tsaokao,tzaugau
zaoqi,tsaochi,tzaochi
zeng,tseng,tzeng
zengchan,tsengchan,tzengchaan
zengda,tsengta,tzengdah
zengduo,tsengto,tzengduo
zengqiang,tsengchiang,tzengchyang
zeng,tseng,tzenq
zengsong,tsengsung,tzenqsonq
zhai,chai,jai
zhanlan,chanlan,jaanlaan
zhanshi,chanshih,jaanshyh
zhanxian,chanhsien,jaanshiann
zhanling,chanling,jannliing
zhanyou,chanyu,jannyeou
zhang,chang,jaang
zhangjia,changchia,jaangjiah
zhangwo,changwo,jaangwoh
zhaosheng,chaosheng,jausheng
zhaoshou,chaoshou,jaushoou
zhengui,chenkuei,jenguey
zhenxi,chenhsi,jenshi
zhenzhu,chenchu,jenju
zhencheng,chencheng,jencherng
zhenli,chenli,jenlii
zhenxiang,chenhsiang,jenshianq
zhenduan,chentuan,jeenduann
zhendong,chentung,jenndonq
zhenjing,chenching,jennjing
zhengyi,chengi,jengyih
zhengban,chengpan,jenqbaan
zhenggui,chengkuei,jenqguei
zhengru,chengju,jenqru
zhengyi,chengi,jenqyih
zhengshi,chengshih,jenqshyr
zhengshu,chengshu,jenqshu
zheng,cheng,jenq
zhengqian,chengchien,jenqchyan
zhinei,chihnei,jyney
zhiwai,chihwai,jyway
zhixia,chihhsia,jyshiah
zhizhong,chihchung,jyjong
zhichu,chihchu,jychu
zhipei,chihpei,jypey
zhixing,chihhsing,jyrshyng
zhixian,chihhsien,jyrshiann
zhiban,chihpan,jyrban
zhineng,chihneng,jyrneng
zhiwei,chihwei,jyrwey
zhiwu,chihwu,jyrwuh
zhijian,chihchien,jyyjiann
zhibiao,chihpiao,jyybiau
zhijia,chihjia,jyyjia
zhishi,chihshih,jyyshyh
zhize,chihtse,jyytzer
zhi,chih,jyh
zhicheng,chihcheng,jyhcherng
zhiyue,chihyueh,jyhiue
zhi’an,chihan,jyhan
zhili,chihli,jyhlii
zhongduan,chungtuan,jongduann
zhongqiujie,chungchiuchieh,jongchioujye
zhongyang,chungyang,jongiang
zhongyao,chungyao,jongyaw
zhongdian,chungtien,jongdean
zhongshen,chungshen,jongshen
zhongzhi,chungchih,jongjyy
zhongdu,chungtu,jonqdwu
zhongduo,chungto,jonqduo
zhouqi,chouchi,jouchi
zhuzi,chuzi,jwuzi
zhuban,chupan,juubann
zhudao,chutao,juudao
zhuguan,chukuan,juuguan
zhuguan,chukuan,juugoan
zhuti,chuti,juutii
zhuli,chuli,juhlii
zhushou,chushou,juhshoou
zhuce,chutse,juhtseh
zhushe,chushe,juhsheh
zhushi,chushih,juhshyh
zhuzhong,chuchung,juhjonq
zhuhe,chuho,juhheh
zhuanji,chuanchi,juanjyi
zhuanli,chuanli,juanlih
zhuanhua,chuanhua,joanhuah
zhuanhuan,chuanhuan,joanhuann
zhuanrang,chuanjang,joanranq
zhuanxiang,chuanhsiang,joanshianq
zhuangshi,chuangshih,juangshyh
zhuang,chuang,juanq
ziben,tzupen,tzybeen
zichan,tzuchan,tzychaan
zizhu,tzuchu,tzyjuh
zidan,tzutan,tzyydann
zixi,tzuhsi,tzyyshih
zi,tzu,tzyy
zihao,tzuhao,tzyhhaur
zisha,tzusha,tzyhsha
ziyuan,tzuyuan,tzyhyuann
zongcai,tsungtsai,tzoongtsair
zongshu,tsungshu,tzoongshuh
zongsuan,tsungsuan,tzoongsuann
zongti,tsungti,tzoongtii
zu’ai,tsuai,tzuuay
zuzhi,tsuchih,tzuujy
zui,tsui,tzuey
zunjing,tsunching,tzuenjinq
zunzhong,tsunchung,tzuenjonq
aizhe,aizhe,aizhe
ai,ai,air
aida,aita,airdaa
anjian,anchien,anjean
bagong,pakung,bahgong
bale,pale,bahle
bailing,pailing,bairliing
baifendian,paifentien,baefendean
bangong,pankung,banngong
banshichu,panshihchu,bannshyhchuh
banxue,panhsueh,bannshyue
banjuesai,panchuehsai,bannjyuesay
bangwan,pangwan,banqwoan
baojian,paochien,baojiann
baokan,paokan,bawkan
baokao,paokao,bawkao
baoqian,paochien,bawchiann
baofengyu,paofengyu,bawfengyeu
baoli,paoli,bawlih
baolu,paolu,bawluh
baoyu,paoyu,bawyeu
bao,pao,baw
baofa,paofa,bawfa
baozha,paocha,bawjah
beican,peitsan,beitsaan
beixin,peihsin,beyshin
beigao,peikao,beygaw
benpao,penpao,benpao
ben,pen,been
bendi,penti,beendih
benqi,penchi,beenchi
benshen,penshen,beenshen
bentu,pentu,beentuu
benzhi,penchih,beenjyh
bi,pi,bi
bishi,pishih,biishyh
bijiang,pichiang,bihjiang
bixiu,pihsiu,bihshiou
bi,pi,bih
bianyuan,pienyuan,bianyuan
bianzhi,pienchih,bianjyh
biangeng,pienkeng,bianngeng
bianhuan,pienhuan,biannhuann
bianxing,pienhsing,biannshyng
bian,pien,biann
bianshi,pienshih,biannshyh
biandi,pienti,bianndih
bingfang,pingfang,binqfarng
bingqing,pingching,binqchyng
boda,pota,bodaa
bodong,potung,bodonq
bolang,polang,bolanq
bo,po,bo
bukao,pukao,buukao
buke,puko,buukeh
buxi,puhsi,buushyi
buzhu,puchu,buujuh
bu,pu,buu
bucheng,pucheng,buhcherng
bujin,puchin,buhjin
bujinjin,puchinchin,buhjiinjiin
butong,putung,buhtong
buzenme,putsenme,buhtzeenme
buzenmeyang,putsenmeyang,buhtzeenmeyanq
buzhi,puchih,buhjyr
buman,puman,buhmaan
budui,putui,buhduey
caina,tsaina,tsaenah
cai,tsai,tsae
cansai,tsansai,tsansay
canzhan,tsanchan,tsanjaan
can,tsan,tsan
canji,tsanchi,tsarnjyi
canjiren,tsanchijen,tsarnjyiren
canku,tsanku,tsarnkuh
can,tsan,tsaan
cangku,tsangku,tsangkuh
caozong,tsaotsung,tsautzonq
cesuo,tseso,tsehsuoo
ce,tse,tseh
ceding,tseting,tsehdinq
cehua,tsehua,tsehhuah
cengmian,tsengmien,tserngmiann
chayi,chai,chayih
chachu,chachu,charchu
chakan,chakan,charkann
chaiqian,chaichien,chaichian
chanliang,chanliang,chaanlianq
changsheng,changsheng,changshenq
changduan,changtuan,charngdoan
changjia,changchia,charngjiah
changjiu,changchiu,charngjeou
changpao,changpao,charngpao
changyuan,changyuan,charngyeuan
changgui,changkuei,charngguei
changnian,changnien,charngnian
changshang,changshang,chaangshang
changdi,changti,chaangdih
changguan,changkuan,chaanggoan
changjing,changching,chaangjiing
changtong,changtung,chanqtong
chao,chao,chau
chaochu,chaochu,chauchu
chao,chao,chao
chaogu,chaoku,chaoguu
chaozuo,chaotso,chaotzuoh
chehao,chehao,chehaw
chepai,chepai,chepair
chezhan,chechan,chejaan
cheli,cheli,chehli
chexiao,chehsiao,chehshiau
cheng,cheng,cheng
cheng,cheng,cherng
chengfen,chengfen,cherngfenn
chengpin,chengpin,cherngpiin
chengnuo,chengno,cherngnuoh
chengqu,chengchu,cherngchiu
chengxiang,chenghsiang,cherngshiang
chengzhen,chengchen,cherngjenn
chiyou,chihyu,chyryeou
chongji,chungchi,chongji
chongjian,chungchien,chorngjiann
chongzu,chungtsu,chorngtzuu
chongbai,chungpai,chorngbay
chongwu,chungwu,choongwuh
chong,chung,chong
chuchang,chuchang,chuchaang
chudong,chutung,chudonq
chufang,chufang,chufaang
chulu,chulu,chuluh
chumian,chumien,chumiann
chuming,chuming,chuming
churu,chuju,churuh
chushi,chushih,chushyh
chutai,chutai,chutair
chuxing,chuhsing,chushyng
chudeng,chuteng,chudeeng
chu,chu,chwu
chushi,chushih,chwushy
chucun,chutsun,chuutswen
chuchu,chuchu,chuhchuh
chuzhang,chuchang,chuhjaang
chuanchu,chuanchu,chwanchu
chuanmei,chuanmei,chwanmei
chuanshu,chuanshu,chwanshu
chuanyan,chuanyan,chwanyan
chuanyuan,chuanyuan,chwanyuan
chuanzhang,chuanchang,chwanjaang
chuanzhi,chuanchih,chwanjy
chuan,chuan,chuann
chuangkou,chuangkou,chuangkoou
chuangban,chuangpan,chuanqbann
chuangjian,chuangchien,chuanqjiann
chuangyi,chuangi,chuanqyih
cichu,tzuchu,tsyychuh
cici,tzutzu,tsyytsyh
ciqian,tzuchien,tsyychyan
cishi,tzushih,tsyyshyh
cizhi,tzuchih,tsyyjyh
cishu,tzushu,tsyhshuh
congbu,tsungpu,tsorngbuh
congmei,tsungmei,tsorngmei
cu,tsu,tsuh
cunzhuang,tsunchuang,tsuenjuang
cuoguo,tsokuo,tsuohguoh
da,ta,da
dadang,tatang,dadanq
dapei,tapei,dapey
dadong,tatung,daadonq
daduan,tatuan,daaduann
dafa,tafa,daafa
daguansi,takuansi,daaguansi
dapai,tapai,daapair
dayinji,tayinchi,daayinnji
dazao,tatsao,daatzaw
dadao,tatao,dahdaw
dajie,tachieh,dahjie
dali,tali,dahlih
dami,tami,dahmii
dapi,tapi,dahpi
dasai,tasai,dahsay
dashi,tashih,dahshy
dashi,tashih,dahshyy
daihuir,taihuir,daihueyr
danyou,tanyu,daniou
danda,tanta,dandaa
dansheng,tansheng,dannsheng
dang,tang,daang
dang,tang,dang
dangtian,tangtien,dangtian
dangzuo,tangtso,danqtzuoh
dang’an,tangan,danqann
dao,tao,dao
daoqi,taochi,dawchi
daoban,taopan,dawbaan
daojiao,taochiao,dawjiaw
daoqian,taochien,dawchiann
ditou,titou,ditour
diwen,tiwen,diuen
di,ti,di
dida,tita,diidar
dikang,tikang,diikanq
diban,tipan,dihbaan
diming,timing,dihming
dixiashi,tihsiashih,dihshiahshyh
dianche,tienche,diannche
diandong,tientung,dianndonq
dianli,tienli,diannlih
dianqi,tienchi,diannchih
diao,tiao,diaw
diaoyan,tiaoyan,diawyan
die,tieh,die
dingjia,tingchia,dinqjiah
dingshi,tingshih,dinqshyr
dingwei,tingwei,dinqwey
donghua,tunghua,donqhuah
douzheng,toucheng,dowjeng
dushi,tushih,dushyh
dupin,tupin,dwupiin
du,tu,duu
dubo,tupo,duubor
du,tu,duh
duan,tuan,duan
duanpian,tuanpien,doanpiann
duikang,tuikang,dueykanq
duiwai,tuiwai,dueyway
dun,tun,duen
duoban,topan,duobann
duofangmian,tofangmien,duofangmiann
duomeiti,tomeiti,duomeitii
duo,to,dwo
duoqu,tochu,dwocheu
enren,enjen,enren
erke,erhko,erlke
fabing,faping,fabinq
fadian,fatien,fadiann
fafang,fafang,fafanq
fanu,fanu,fanuh
faqi,fachi,fachii
fayanren,fayanjen,fayanren
fayan,fayan,fayan
fating,fating,faatyng
fayu,fayu,faayeu
fan,fan,fan
fanqie,fanchieh,fanchye
fanshi,fanshih,farnshyh
fanzhi,fanchih,farnjyr
fankang,fankang,faankanq
fanwen,fanwen,faanwenn
fanxiang,fanhsiang,faansheang
fan,fan,fann
fangui,fankuei,fannguei
fanzui,fantsui,fanntzuey
fangfan,fangfan,farngfann
fangshou,fangshou,farngshoou
fangjia,fangchia,farngjiah
fangfu,fangfu,faangfwu
feichuan,feichuan,feichwan
feixingyuan,feihsingyuan,feishyngyuan
fei,fei,fey
fengong,fenkung,fengong
fenlie,fenlieh,fenlieh
fennu,fennu,fennnuh
fengbao,fengpao,fengbaw
fenghui,fenghui,fenghuey
fengxian,fenghsien,fenqshiann
fo,fo,for
fojiao,fochiao,forjiaw
fu,fu,fwu
fu,fu,fwu
fuzi,futzu,fuhtzyy
fu,fu,fuh
fusu,fusu,fuhsu
fu,fu,fuh
fu,fu,fuh
furen,fujen,fuhren
fuyou,fuyu,fuhyeou
gaizhuang,kaichuang,gaejuang
ganshe,kanshe,gansheh
gan,kan,gan
gan,kan,gan
ganmang,kanmang,gaanmang
ganshang,kanshang,gaanshanq
ganyu,kanyu,gaanyu
ganren,kanjen,gaanren
ganghao,kanghao,ganghao
gangwei,kangwei,gaangwey
gangkou,kangkou,gaangkoou
gaoceng,kaotseng,gautserng
gaodang,kaotang,gaudanq
gaodeng,kaoteng,gaudeeng
gaofeng,kaofeng,gaufeng
gaokao,kaokao,gaukao
gaokeji,kaokochi,gaukejih
gaoshou,kaoshou,gaushoou
gaozi,kaozi,gaozi
gechang,kochang,gechanq
geci,kotzu,getsyr
gexing,kohsing,geshing
gexin,kohsin,gershin
gengshi,kengshih,genqshyh
gongshang,kungshang,gongshang
gong,kung,gong
gongan,kungan,gongan
gongji,kungchi,gongji
gongzhong,kungchung,gongjonq
gongzhu,kungchu,gongjuu
gongji,kungchi,gongji
gongji,kungchi,gongjii
gong,kung,gong
gonggu,kungku,goongguh
gongxian,kunghsien,gonqshiann
goujian,kouchien,gowjiann
gudu,kutu,gudwu
guer,kuerh,guerl
gugu,kugu,gugu
gudian,kutien,guudean
gu,ku,guu
gudong,kutung,guudong
gupiao,kupiao,guupiaw
guzhang,kuchang,guhjanq
gu,ku,guh
gua,kua,gua
guai,kuai,goai
guanai,kuanai,guanay
guanlian,kuanlien,guanlian
guanguang,kuankuang,guanguang
guansi,kuansi,guansi
guandao,kuantao,goandaw
guanghui,kuanghui,guanghuei
guangkuo,kuangkuo,goangkuoh
guidao,kueitao,goeidaw
gui,kuei,guey
guochan,kuochan,gwochaan
guoge,kuoko,gwoge
guohui,kuohui,gwohuey
guoqi,kuochi,gwochyi
guowang,kuowang,gwowang
guojiang,kuochiang,guoojianq
guoshu,kuoshu,guooshuh
guodu,kuotu,guohduh
guohou,kuohou,guohhow
guoshi,kuoshih,guohshyr
haibao,haipao,haebaw
haidi,haiti,haedii
haijun,haichun,haejiun
hailang,hailang,haelanq
haiwai,haiwai,haeway
haiwan,haiwan,haeuan
haiyang,haiyang,haeyang
haorongyi,haojungi,haorongyih
haosi,haossu,haosyh
haozhuan,haochuan,haojoan
heyue,hoyueh,heriue
hexie,hohsieh,hershye
hexin,hohsin,hershin
heiye,heiyeh,heiyeh
hennanshuo,hennanshuo,heennanshuo
hen,hen,heen
heng,heng,herng
hengliang,hengliang,herngliang
hongda,hungta,horngdah
hongshui,hungshui,horngshoei
hu,hu,hwu
hudong,hutung,huhdonq
huwai,huwai,huhway
hu,hu,huh
huafei,huafei,huafey
huaping,huaping,huapyng
huasheng,huasheng,huasheng
huajie,huachieh,huahjiee
huanxiang,huanhsiang,huannsheang
huanzhe,huanche,huannjee
huangdi,huangti,hwangdih
huiying,huiying,hweiyinq
hui,hui,hoei
huijian,huichien,hueyjiann
huizhang,huichang,hueyjaang
huihua,huihua,hueyhuah
hun,hun,huen
hunhe,hunho,huennher
hunluan,hunluan,huennluann
huoyue,huoyueh,hwoyueh
huojian,huochien,huoojiann
jidongche,chitungche,jidonqche
jiguan,chikuan,jiguan
jixie,chihsieh,jishieh
jidujiao,chituchiao,jidujiaw
jiqing,chiching,jichyng
jili,chili,jyilih
jixiang,chihsiang,jyishyang
jiduan,chituan,jyiduan
jijiu,chichiu,jyijiow
jibing,chiping,jyibinq
ji,chi,jyi
jiyu,chiyu,jiiyeu
jiameng,chiameng,jiameng
jiadian,chiatien,jiadiann
jiayuan,chiayuan,jiayuan
jiabin,chiapin,jiabin
jiari,chiajih,jiahryh
jian,chien,jian
jiance,chientse,jiantseh
jiandu,chientu,jiandu
jian,chien,jean
jianjie,chienchieh,jeanjieh
jian,chien,jiann
jianding,chienting,jianndinq
jian,chien,jiann
jiangjun,chiangchun,jiangjiun
jiangke,chiangko,jeangkeh
jiang,chiang,jianq
jiangyou,chiangyu,jianqyou
jiao’ao,chiaoao,jiauaw
jiaodian,chiaotien,jiaudean
jiaoyin,chiaoyin,jeauyinn
jiao,chiao,jiaw
jiaotang,chiaotang,jiawtarng
jiaoyubu,chiaoyupu,jiawyuhbuh
jieshou,chiehshou,jieshou
jie,chieh,jie
jietou,chiehtou,jietour
jie,chieh,jye
jiejiari,chiehchiajih,jyejiahryh
jieneng,chiehneng,jyeneng
jiezou,chiehtsou,jyetzow
jiechu,chiehchu,jyechu
jiezhi,chiehchih,jyejyy
jiezhi,chiehchih,jyejyh
jieshuo,chiehshuo,jieeshuo
jie,chieh,jieh
jie,chieh,jieh
jiejian,chiehchien,jiehjiann
jine,chine,jiner
jinqian,chinchien,jinchyan
jinrong,chinjung,jinrong
jin,chin,jinn
jingong,chinkung,jinngong
jinri,chinjih,jinnryh
jinshi,chinshih,jinnshyh
jingren,chingjen,jingren
jingxi,chinghsi,jingshii
jing,ching,jing
jingmei,chingmei,jingmeei
jingpin,chingpin,jingpiin
jing,ching,jiing
jing,ching,jiing
jingdian,chingtien,jiingdean
jing,ching,jinq
jiufen,chiufen,jioufen
jiuzheng,chiucheng,jioujenq
jiushui,chiushui,jeoushoei
jiuming,chiuming,jiowminq
jiuyuan,chiuyuan,jiowyuan
jiuzhu,chiuchu,jiowjuh
jiushishuo,chiushihshuo,jiowshyhshuo
jiusuan,chiusuan,jiowsuann
ju,chu,jyu
ju,chu,jiuh
ju,chu,jiuh
juan,chuan,jiuan
juankuan,chuankuan,jiuankoan
juanzeng,chuantseng,jiuantzenq
juanzhu,chuanchu,jiuanjuh
juece,chuehtse,jyuetseh
juewu,chuehwu,jyuewuh
jue,chueh,jyue
juedaduoshu,chuehtatoshu,jyuedahduoshuh
jundui,chuntui,jiunduey
junjian,chunchien,jiunjiann
junshi,chunshih,jiunshyh
kaichuang,kaichuang,kaichuanq
kaiguan,kaikuan,kaiguan
kaishe,kaishe,kaisheh
kaitong,kaitung,kaitong
kaitou,kaitou,kaitour
kaiyeche,kaiyehche,kaiyehche
kan,kan,kan
kanguan,kankuan,kangoan
kandeqi,kandechi,kanndechii
kanzuo,kantso,kanntzuoh
kangfu,kangfu,kangfuh
kangyi,kangi,kanqyih
kaochang,kaochang,kaochaang
kaoti,kaoti,kaotyi
keyan,koyan,keyan
keche,koche,kehche
ken,ken,keen
kongjun,kungchun,kongjiun
koushi,koushih,kooushyh
kou,kou,kow
ku,ku,kuh
kua,kua,kuah
kuaiche,kuaiche,kuayche
kuankuo,kuankuo,kuankuoh
kuang,kuang,kuanq
kuo,kuo,kuoh
laiwang,laiwang,laiwoang
lai,lai,lay
lanmu,lanmu,lanmuh
lanling,lanling,lanliing
lantian,lantien,lantian
lan,lan,laan
lao,lao,lau
laoxiang,laohsiang,laoshiang
lengqi,lengchi,leengchih
lengshui,lengshui,leengshoei
litang,litang,liitarng
li,li,lii
licai,litsai,liitsair
lizhi,lichih,liijyh
li,li,lih
li,li,lih
lianmeng,lienmeng,lianmeng
liansai,liensai,liansay
lianshou,lienshou,lianshoou
liangxie,lianghsieh,liangshye
liangce,liangtse,leangtseh
liangshou,liangshou,leangshoou
liao,liao,liau
liaotianr,liaotienr,liautianr
liao,liao,liaw
liao,liao,liaw
lie,lieh,lieh
linghuo,linghuo,linghwo
lingqu,lingchu,liingcheu
lingxiu,linghsiu,liingshiow
ling,ling,linq
liuyan,liuyan,liouyan
liugan,liukan,liougaan
loudao,loutao,loudaw
loufang,loufang,loufarng
lou,lou,low
lujun,luchun,luhjiun
luxiang,luhsiang,luhshianq
luyinji,luyinchi,luhinji
luguo,lukuo,luhguoh
lu,lu,luh
mache,mache,maache
mai,mai,mai
mantou,mantou,mantou
manche,manche,mannche
mangren,mangjen,mangren
meihua,meihua,meihua
meirong,meijung,meeirong
meng,meng,meng
meng,meng,meeng
mian,mien,mian
mianduimian,mientuimien,mianndueymiann
mianxiang,mienhsiang,miannshianq
miao,miao,miaw
mie,mieh,mieh
minge,minko,minge
mingong,minkung,mingong
minjing,minching,minjiing
minyi,mini,minyih
minzhu,minchu,minjuu
ming’e,minge,minger
mingsheng,mingsheng,mingshenq
mingyi,mingi,mingyih
mingyu,mingyu,mingyuh
mingri,mingjih,mingryh
ming,ming,minq
mo,mo,mo
mo,mo,mo
moshou,moshou,mohshou
moshui,moshui,mohshoei
mu,mu,muu
muji,muchi,muuji
muzi,mutzu,muutzyy
mu,mu,muh
nazou,natsou,natzoou
naifen,naifen,naefeen
nainiu,nainiu,naeniou
nanwang,nanwang,nanwanq
neidi,neiti,neydih
neiwai,neiwai,neyway
neiyi,neii,neyi
nengfou,nengfou,nengfoou
ni,ni,ni
niu,niu,neou
paihangbang,paihangpang,pairharngbaang
paichu,paichu,paychu
pan,pan,pann
panwang,panwang,pannwanq
peitong,peitung,peirtorng
peizhi,peichih,peyjyh
piqiu,pichiu,pyichyou
pian,pien,pian
pinkun,pinkun,pynkuenn
pinpai,pinpai,piinpair
pinqing,pinching,pinnchiing
pingfan,pingfan,pyngfarn
pingfangmi,pingfangmi,pyngfangmii
pingheng,pingheng,pyngherng
pingtai,pingtai,pyngtair
ping,ping,pyng
pingxuan,pinghsuan,pyngsheuan
pingmu,pingmu,pyngmuh
po,po,po
pu,pu,pu
pu,pu,pu
qifu,chifu,chifu
qimiao,chimiao,chyimiaw
qitu,chitu,chiitwu
qidian,chitien,chiidean
qisu,chisu,chiisuh
qifen,chifen,chihfen
qiadang,chiatang,chiahdanq
qiahao,chiahao,chiahhao
qiaqia,chiachia,chiahchiah
qian,chien,chian
qianbi,chienpi,chianbii
qianxu,chienhsu,chianshiu
qianfang,chienfang,chyanfang
qianlai,chienlai,chyanlai
qianli,chienli,chyanlih
qiangdao,chiangtao,chyangdaw
qianghua,chianghua,chyanghuah
qiangshi,chiangshih,chyangshyh
qiangzhuang,chiangchuang,chyangjuanq
qiaoliang,chiaoliang,chyauliang
qiaomiao,chiaomiao,cheaumiaw
qiezi,chiehzi,chyezi
qieshi,chiehshih,chiehshyr
qinfan,chinfan,chinfann
qinshu,chinshu,chinshuu
qinyan,chinyan,chinyean
qingxiang,chinghsiang,chingshianq
qing,ching,ching
qingjie,chingchieh,chingjye
qingjiegong,chingchiehkung,chingjyegong
qingmingjie,chingmingchieh,chingmingjye
qingxi,chinghsi,chingshii
qingxu,chinghsu,chyngshiuh
qiuzhi,chiuchih,chyoujyr
qiupai,chiupai,chyoupai
qiuxing,chiuhsing,chyoushing
qiuyuan,chiuyuan,chyouyuan
qufen,chufen,chiufen
qudao,chutao,chyudaw
qukuan,chukuan,cheukoan
qukuanji,chukuanchi,cheukoanji
qudiao,chutiao,chiuhdiaw
quan,chuan,chyuan
quanli,chuanli,chyuanlih
quanli,chuanli,chyuanlih
quanxin,chuanhsin,chyuanshin
quan,chuan,chiuann
quexian,chuehhsien,chiueshiann
queshi,chuehshih,chiuehshyh
rangzuo,jangtso,ranqtzuoh
redian,jetien,rehdean
reshui,jeshui,rehshoei
reshuiqi,jeshuichi,rehshoeichih
rexian,jehsien,rehshiann
renquan,jenchuan,renchyuan
rentong,jentung,renntorng
riye,jihyeh,ryhyeh
riyu,jihyu,ryhyeu
ronghe,jungho,rongher
rongru,jungju,rongruh
ru,ju,ru
ruyi,jui,rui
ruzhipin,juchihpin,ruujyhpiin
ru,ju,ruh
ruxue,juhsueh,ruhshyue
ruo,jo,ruoh
sai,sai,sai
sai,sai,say
saichang,saichang,saychaang
sanmingzhi,sanmingchih,sanmingjyh
sangshi,sangshih,sanqshy
shanfeng,shanfeng,shanfeng
shangu,shanku,shanguu
shanpo,shanpo,shanpo
shangkou,shangkou,shangkoou
shangwang,shangwang,shangwang
shangyuan,shangyuan,shangyuan
shangcheng,shangcheng,shangcherng
shangdang,shangtang,shanqdanq
shangdi,shangti,shanqdih
shangshi,shangshih,shanqshyh
shangtai,shangtai,shanqtair
shangyan,shangyan,shanqyean
shao,shao,shaur
shaoer,shaoerh,shawerl
shetou,shetou,shertou
shejishi,shechishih,shehjihshy
sheji,shechi,shehjyi
shenhua,shenhua,shenhuah
shenshen,shenshen,shenshen
shencha,shencha,sheenchar
shengji,shengchi,shengjyi
shengxue,shenghsueh,shengshyue
shengzhi,shengchih,shengjyr
shenghuofei,shenghuofei,shenghwofey
shengqian,shengchien,sheengchyan
shengdanjie,shengtanchieh,shenqdannjye
shengxing,shenghsing,shenqshyng
shifu,shihfu,shyfu
shisheng,shihsheng,shysheng
shi’er,shiherh,shyrerl
shijie,shihchieh,shyrjye
shiqi,shihchi,shyrchi
shishi,shihshih,shyrshyr
shizhuang,shihchuang,shyrjuang
shi,shih,shyr
shizi,shihtzu,shyrtzyh
shijian,shihchien,shyrjiann
shiyu,shihyu,shyryuh
shimin,shihmin,shyhmin
shihou,shihhou,shyhhow
shidian,shihtien,shyhdean
shidang,shihtang,shyhdanq
shoucang,shoutsang,shoutsarng
shouqu,shouchu,shoucheu
shouyang,shouyang,shouyeang
shouxufei,shouhsufei,shooushiuhfey
shou,shou,shoou
shouci,shoutzu,shooutsyh
shounao,shounao,shoounao
shouxi,shouhsi,shooushyi
shouxiang,shouhsiang,shooushianq
shufang,shufang,shufarng
shupian,shupien,shuupiann
shutiao,shutiao,shuutyau
shuangda,shuangta,shuangdaa
shuang,shuang,shoang
shuini,shuini,shoeini
shui,shui,shuey
shun,shun,shuenn
shuomingshu,shuomingshu,shuomingshu
shuoshihua,shuoshihhua,shuoshyrhuah
sizhang,ssuchang,syjaang
siwang,ssuwang,syywang
sichu,ssuchu,syhchuh
si,ssu,syh
songli,sungli,sonqlii
songxing,sunghsing,sonqshyng
suzhi,suchih,suhjyh
suanle,suanle,suannle
suanshi,suanshih,suannshyh
sui,sui,suei
suo,so,suoo
tashi,tashi,tashi
ta,ta,taa
taideng,taiteng,tairdeng
taiyangneng,taiyangneng,tayyangneng
tanqi,tanchi,tannchih
tansuo,tanso,tannsuoo
tantao,tantao,tanntao
tang,tang,tanq
tao,tao,tau
te,te,teh
teda,teta,tehdah
tedi,teti,tehdih
tekuai,tekuai,tehkuay
teyi,tei,tehyih
tengtong,tengtung,terngtonq
ti,ti,ti
tijiao,tichiao,tyijiau
tisheng,tisheng,tyisheng
tianran,tienjan,tianran
tiantang,tientang,tiantarng
tianxia,tienhsia,tianshiah
tian,tien,tian
tian,tien,tyan
tianjing,tienching,tyanjinq
tiaoshui,tiaoshui,tiawshoei
tingqu,tingchu,tingcheu
tongbao,tungpao,tongbaw
tongdao,tungtao,tongdaw
tonghong,tunghung,tonghorng
tonghua,tunghua,tonghuah
tongxing,tunghsing,tongshyng
tongxun,tunghsun,tongshiunn
tong,tung,torng
tongbao,tungpao,torngbau
tonghang,tunghang,torngharng
tongqi,tungchi,torngchi
tongyi,tungi,torngi
tongpai,tungpai,torngpair
touteng,touteng,tourterng
toupiao,toupiao,tourpiaw
toulu,toulu,towluh
tushu,tushu,twushu
tudi,tuti,twudih
tujing,tuching,twujinq
tu,tu,tuu
tuandui,tuantui,twanduey
tuichu,tuichu,tueichu
tuipiao,tuipiao,tueypiaw
tun,tun,tuen
tuo,to,tuo
tuo,to,tuo
tuoxie,tohsieh,tuoshye
wa,wa,ua
wawa,wawa,wawa
